score	seq	width	nucCons	file
851.9625073729925	52	24	0.00	ia1_BEAM_noise42_10_run7.txt
868.8156133442617	52	26	0.00	ia1_BEAM_noise42_10_run8.txt
872.9038160000443	50	26	0.00	ia1_BEAM_noise42_10_run9.txt
841.0393068471981	54	27	0.00	ia1_BEAM_noise42_1_run1.txt
546.358837888611	56	17	0.05	ia1_BEAM_noise42_1_run10.txt
848.0468930388714	55	27	0.00	ia1_BEAM_noise42_1_run2.txt
843.8333001958822	55	27	0.00	ia1_BEAM_noise42_1_run3.txt
845.072037213333	55	27	0.00	ia1_BEAM_noise42_1_run4.txt
853.0723471915803	56	26	0.00	ia1_BEAM_noise42_1_run5.txt
839.286149603397	57	25	0.00	ia1_BEAM_noise42_1_run6.txt
841.0675790700989	58	25	0.00	ia1_BEAM_noise42_1_run7.txt
860.31578970843	57	27	0.00	ia1_BEAM_noise42_1_run8.txt
843.0499424257403	55	26	0.00	ia1_BEAM_noise42_1_run9.txt
564.721425787816	67	17	0.00	ia1_BEAM_noise42_3_run3.txt
559.597638985833	69	17	0.00	ia1_BEAM_noise42_3_run6.txt
826.143357165616	57	22	0.00	ia1_BEAM_noise42_4_run1.txt
820.6036083359835	58	23	0.00	ia1_BEAM_noise42_4_run10.txt
830.5677066235123	57	23	0.00	ia1_BEAM_noise42_4_run2.txt
837.898136512634	56	24	0.00	ia1_BEAM_noise42_4_run3.txt
827.0587553821733	56	24	0.00	ia1_BEAM_noise42_4_run4.txt
823.1582842249826	57	22	0.00	ia1_BEAM_noise42_4_run5.txt
835.2492048886731	56	24	0.00	ia1_BEAM_noise42_4_run6.txt
834.0459026713793	57	23	0.00	ia1_BEAM_noise42_4_run7.txt
826.2950033662007	58	22	0.00	ia1_BEAM_noise42_4_run8.txt
829.3327118160795	57	22	0.00	ia1_BEAM_noise42_4_run9.txt
815.9674183511136	51	24	0.00	ia1_BEAM_noise42_5_run1.txt
820.13854433171	51	24	0.00	ia1_BEAM_noise42_5_run10.txt
